Date,flood runoff
2019-01-01,0.025075896
2019-01-02,0.03669011
2019-01-03,0.057216916
2019-01-04,0.041194055
2019-01-05,0.06271287
2019-01-06,0.08110088
2019-01-07,0.071665876
2019-01-08,0.05221755
2019-01-09,0.068619765
2019-01-10,0.092886195
2019-01-11,0.07943891
2019-01-12,0.102291495
2019-01-13,0.1207339
2019-01-14,0.11007759
2019-01-15,0.08817693
2019-01-16,0.10097977
2019-01-17,0.12062036
2019-01-18,0.10167391
2019-01-19,0.11833463
2019-01-20,0.13009484
2019-01-21,0.11248354
2019-01-22,0.0835807
2019-01-23,0.089560725
2019-01-24,0.10277803
2019-01-25,0.07801465
2019-01-26,0.08965165
2019-01-27,0.09734225
2019-01-28,0.076745376
2019-01-29,0.046035804
2019-01-30,0.051444672
2019-01-31,0.06534329
2019-02-01,0.04249022
2019-02-02,0.05720356
2019-02-03,0.06903613
2019-02-04,0.053512156
2019-02-05,0.028641932
2019-02-06,0.040467482
2019-02-07,0.06115251
2019-02-08,0.045236114
2019-02-09,0.066812135
2019-02-10,0.08521147
2019-02-11,0.07574595
2019-02-12,0.056229733
2019-02-13,0.07253132
2019-02-14,0.09666905
2019-02-15,0.0830695
2019-02-16,0.10575046
2019-02-17,0.12400572
2019-02-18,0.11315021
2019-02-19,0.09104131
2019-02-20,0.10362956
2019-02-21,0.12305158
2019-02-22,0.10388469
2019-02-23,0.12032523
2019-02-24,0.13186756
2019-02-25,0.11404284
2019-02-26,0.08493352
2019-02-27,0.09071674
2019-02-28,0.10375003
2019-03-01,0.07881889
2019-03-02,0.09030827
2019-03-03,0.09787558
2019-03-04,0.077184096
2019-03-05,0.046413068
2019-03-06,0.05179799
2019-03-07,0.06571421
2019-03-08,0.04292382
2019-03-09,0.057747666
2019-03-10,0.06974033
2019-03-11,0.05442661
2019-03-12,0.029815922
2019-03-13,0.04194788
2019-03-14,0.062982075
2019-03-15,0.047451764
2019-03-16,0.06944321
2019-03-17,0.08827809
2019-03-18,0.07925751
2019-03-19,0.060183622
2019-03-20,0.076911956
2019-03-21,0.101447225
2019-03-22,0.08820218
2019-03-23,0.11118101
2019-03-24,0.1296647
2019-03-25,0.118956536
2019-03-26,0.09690399
2019-03-27,0.10944985
2019-03-28,0.12872562
2019-03-29,0.10930654
2019-03-30,0.12539
2019-03-31,0.13647497
2019-04-01,0.11810072
2019-04-02,0.08836128
