Date,daily runoff
2019-01-01,1.6777165
2019-01-02,1.7066036
2019-01-03,1.7256968
2019-01-04,1.7473395
2019-01-05,1.759932
2019-01-06,1.7721655
2019-01-07,1.788112
2019-01-08,1.8002756
2019-01-09,1.8182658
2019-01-10,1.8267516
2019-01-11,1.8380183
2019-01-12,1.8403927
2019-01-13,1.8424802
2019-01-14,1.8482581
2019-01-15,1.8501308
2019-01-16,1.8576064
2019-01-17,1.8552552
2019-01-18,1.8552707
2019-01-19,1.8458978
2019-01-20,1.8356745
2019-01-21,1.8285282
2019-01-22,1.8168331
2019-01-23,1.8100911
2019-01-24,1.79289
2019-01-25,1.777466
2019-01-26,1.7521344
2019-01-27,1.7255285
2019-01-28,1.7016958
2019-01-29,1.6731548
2019-01-30,1.6495712
2019-01-31,1.6157149
2019-02-01,1.584019
2019-02-02,1.5430038
2019-02-03,1.5015143
2019-02-04,1.4638101
2019-02-05,1.4226165
2019-02-06,1.3877968
2019-02-07,1.344304
2019-02-08,1.3047342
2019-02-09,1.2577482
2019-02-10,1.2123024
2019-02-11,1.1727371
2019-02-12,1.1318246
2019-02-13,1.0994391
2019-02-14,1.0605079
2019-02-15,1.0275635
2019-02-16,0.9891664
2019-02-17,0.954138
2019-02-18,0.9266501
2019-02-19,0.89927655
2019-02-20,0.8816674
2019-02-21,0.85850346
2019-02-22,0.8420551
2019-02-23,0.82060874
2019-02-24,0.80270636
2019-02-25,0.7922411
2019-02-26,0.78151417
2019-02-27,0.7799152
2019-02-28,0.7718822
2019-03-01,0.7694651
2019-03-02,0.7607575
2019-03-03,0.7541392
2019-03-04,0.75337553
2019-03-05,0.7506765
2019-03-06,0.7553784
2019-03-07,0.7519043
2019-03-08,0.7523277
2019-03-09,0.744802
2019-03-10,0.73780227
2019-03-11,0.7352203
2019-03-12,0.72942084
2019-03-13,0.72991884
2019-03-14,0.72133493
2019-03-15,0.71595395
2019-03-16,0.7021494
2019-03-17,0.68861866
2019-03-18,0.6794739
2019-03-19,0.6672918
2019-03-20,0.6617866
2019-03-21,0.6477606
2019-03-22,0.637659
2019-03-23,0.6199906
2019-03-24,0.6035608
2019-03-25,0.59256035
2019-03-26,0.5796145
2019-03-27,0.5744552
2019-03-28,0.5618729
2019-03-29,0.5542724
2019-03-30,0.5400959
2019-03-31,0.5280589
2019-04-01,0.5222419
2019-04-02,0.515144
2019-04-03,0.5163589
2019-04-04,0.5105313
2019-04-05,0.5099171
2019-04-06,0.50281096
2019-04-07,0.49778652
2019-04-08,0.49879223
2019-04-09,0.49820822
2019-04-10,0.50552547
2019-04-11,0.5053049
2019-04-12,0.509739
2019-04-13,0.50708115
2019-04-14,0.5058858
2019-04-15,0.5101038
2019-04-16,0.51213896
2019-04-17,0.521525
2019-04-18,0.52288264
2019-04-19,0.5284785
2019-04-20,0.52665097
2019-04-21,0.52604705
2019-04-22,0.5307143
2019-04-23,0.5331528
2019-04-24,0.5429894
2019-04-25,0.5449299
2019-04-26,0.5513161
2019-04-27,0.5505474
2019-04-28,0.55131614
2019-04-29,0.557697
2019-04-30,0.5621979
2019-05-01,0.5744337
2019-05-02,0.5790783
2019-05-03,0.5884222
2019-05-04,0.5907959
2019-05-05,0.59480697
2019-05-06,0.60443187
2019-05-07,0.61207056
2019-05-08,0.62722254
2019-05-09,0.634444
2019-05-10,0.6459082
2019-05-11,0.64983356
2019-05-12,0.6547242
2019-05-13,0.6644658
2019-05-14,0.6713834
2019-05-15,0.68492085
2019-05-16,0.6895999
2019-05-17,0.697583
2019-05-18,0.69710255
2019-05-19,0.696702
2019-05-20,0.70033175
2019-05-21,0.7004057
2019-05-22,0.7064795
2019-05-23,0.7032077
2019-05-24,0.70290315
2019-05-25,0.69396335
2019-05-26,0.6851074
2019-05-27,0.6804685
2019-05-28,0.67264533
2019-05-29,0.67137676
2019-05-30,0.6614938
2019-05-31,0.65547556
2019-06-01,0.6418714
2019-06-02,0.62953436
2019-06-03,0.62271035
2019-06-04,0.61408806
2019-06-05,0.6134707
2019-06-06,0.60572773
2019-06-07,0.60335034
2019-06-08,0.59487355
2019-06-09,0.58911115
2019-06-10,0.5902467
2019-06-11,0.59088564
2019-06-12,0.60073
2019-06-13,0.60453385
2019-06-14,0.61466193
2019-06-15,0.619516
2019-06-16,0.6277742
2019-06-17,0.64348537
2019-06-18,0.6591252
2019-06-19,0.68427473
2019-06-20,0.70357853
2019-06-21,0.72930586
2019-06-22,0.74977964
2019-06-23,0.7736161
2019-06-24,0.8048204
2019-06-25,0.83584225
2019-06-26,0.8762534
2019-06-27,0.91070426
2019-06-28,0.95148265
2019-06-29,0.98693943
2019-06-30,1.0257249
2019-07-01,1.0718803
2019-07-02,1.1178894
2019-07-03,1.1733509
2019-07-04,1.2229314
2019-07-05,1.2789193
2019-07-06,1.3296467
2019-07-07,1.3837221
2019-07-08,1.445119
2019-07-09,1.5062251
2019-07-10,1.5765141
2019-07-11,1.6404965
2019-07-12,1.7102758
2019-07-13,1.7739705
2019-07-14,1.8399502
2019-07-15,1.9119277
2019-07-16,1.9820118
2019-07-17,2.0593855
2019-07-18,2.128262
2019-07-19,2.2004492
2019-07-20,2.2637765
2019-07-21,2.3263414
2019-07-22,2.3916066
2019-07-23,2.4514623
2019-07-24,2.5149112
2019-07-25,2.5660315
2019-07-26,2.6165466
2019-07-27,2.65426
2019-07-28,2.6873024
2019-07-29,2.719236
2019-07-30,2.7421157
2019-07-31,2.7651763
