Date,flood runoff
2019-01-01,0.051287707
2019-01-02,0.038559
2019-01-03,0.039464474
2019-01-04,0.05027602
2019-01-05,0.070565775
2019-01-06,0.073229305
2019-01-07,0.09865036
2019-01-08,0.089565575
2019-01-09,0.06453475
2019-01-10,0.052797616
2019-01-11,0.051049776
2019-01-12,0.059270658
2019-01-13,0.050734587
2019-01-14,0.06616469
2019-01-15,0.048588138
2019-01-16,0.01679888
2019-01-17,0.00020862145
2019-01-18,0.004380808
2019-01-19,0.0030488991
2019-01-20,0.0042558247
2019-01-21,0.014336048
2019-01-22,0.0016999438
2019-01-23,0.023575397
2019-01-24,0.032329183
2019-01-25,0.02804724
2019-01-26,0.011025746
2019-01-27,0.008349083
2019-01-28,0.020277437
2019-01-29,0.017398115
2019-01-30,0.0012861157
2019-01-31,0.0008118748
2019-02-01,0.01223311
2019-02-02,0.035038527
2019-02-03,0.041976005
2019-02-04,0.07322429
2019-02-05,0.07126626
2019-02-06,0.0543692
2019-02-07,0.05145237
2019-02-08,0.05887459
2019-02-09,0.076273866
2019-02-10,0.07659007
2019-02-11,0.10022986
2019-02-12,0.0899322
2019-02-13,0.064240105
2019-02-14,0.052359134
2019-02-15,0.050935827
2019-02-16,0.059888165
2019-02-17,0.05241952
2019-02-18,0.06917548
2019-02-19,0.05310213
2019-02-20,0.022911629
2019-02-21,0.0079359785
2019-02-22,0.0049019055
2019-02-23,0.013759431
2019-02-24,0.007695403
2019-02-25,0.027291449
2019-02-26,0.015384875
2019-02-27,0.00946178
2019-02-28,0.018101761
2019-03-01,0.014022922
2019-03-02,0.0024879656
2019-03-03,0.004366501
2019-03-04,0.031936724
2019-03-05,0.027780237
2019-03-06,0.010213847
2019-03-07,0.008156219
2019-03-08,0.017916089
2019-03-09,0.039034165
2019-03-10,0.044309545
2019-03-11,0.073969774
2019-03-12,0.0705426
2019-03-13,0.052334942
2019-03-14,0.048299428
2019-03-15,0.054821096
2019-03-16,0.071556486
2019-03-17,0.07145603
2019-03-18,0.09492897
2019-03-19,0.08470911
2019-03-20,0.059326947
2019-03-21,0.047969006
2019-03-22,0.047257014
2019-03-23,0.057079423
2019-03-24,0.050606463
2019-03-25,0.06844815
2019-03-26,0.05351379
2019-03-27,0.024478722
2019-03-28,0.0106392605
2019-03-29,0.008688601
2019-03-30,0.018546354
2019-03-31,0.013372874
2019-04-01,0.033727854
2019-04-02,0.022431685
2019-04-03,0.0019646876
2019-04-04,0.010320672
2019-04-05,0.006124935
2019-04-06,0.010340074
2019-04-07,0.012019019
2019-04-08,0.039249238
2019-04-09,0.034629248
2019-04-10,0.016495662
2019-04-11,0.013789119
2019-04-12,0.02284168
2019-04-13,0.043217942
2019-04-14,0.047740694
2019-04-15,0.07666024
2019-04-16,0.07252554
2019-04-17,0.05366255
2019-04-18,0.04904034
2019-04-19,0.055057433
2019-04-20,0.07138064
2019-04-21,0.07096731
2019-04-22,0.0942303
2019-04-23,0.083903715
2019-04-24,0.058515362
2019-04-25,0.04724627
2019-04-26,0.046710253
2019-04-27,0.05678584
2019-04-28,0.050631765
2019-04-29,0.06884546
2019-04-30,0.054322995
2019-05-01,0.025726307
2019-05-02,0.012338547
2019-05-03,0.010840393
2019-05-04,0.021139894
2019-05-05,0.016387084
2019-05-06,0.037132785
2019-05-07,0.0261901
2019-05-08,0.0021043546
2019-05-09,0.0059878235
2019-05-10,0.0015774422
2019-05-11,0.015052218
2019-05-12,0.016846355
2019-05-13,0.044144023
2019-05-14,0.03954644
2019-05-15,0.021393694
2019-05-16,0.018630434
2019-05-17,0.027593087
2019-05-18,0.04785077
2019-05-19,0.05223077
2019-05-20,0.08098778
2019-05-21,0.07667487
2019-05-22,0.05762183
2019-05-23,0.052801203
2019-05-24,0.058614682
2019-05-25,0.07473194
2019-05-26,0.07411298
2019-05-27,0.09717312
2019-05-28,0.0866489
2019-05-29,0.06107052
2019-05-30,0.049621552
2019-05-31,0.048918504
2019-06-01,0.058842808
2019-06-02,0.05255632
2019-06-03,0.07065983
2019-06-04,0.05605293
2019-06-05,0.027401187
2019-06-06,0.013991339
2019-06-07,0.012507505
2019-06-08,0.022860847
2019-06-09,0.018203994
2019-06-10,0.039089654
2019-06-11,0.028331913
2019-06-12,0.0044759884
2019-06-13,0.003342847
2019-06-14,0.0013816523
2019-06-15,0.018361982
2019-06-16,0.02053759
2019-06-17,0.04824028
2019-06-18,0.044062562
2019-06-19,0.02633453
2019-06-20,0.023989744
2019-06-21,0.033352703
2019-06-22,0.05398007
2019-06-23,0.058686554
2019-06-24,0.08771452
2019-06-25,0.083605416
2019-06-26,0.06467854
2019-06-27,0.05989755
2019-06-28,0.06565723
2019-06-29,0.081622764
2019-06-30,0.08075236
2019-07-01,0.1034625
2019-07-02,0.09249406
2019-07-03,0.066384785
2019-07-04,0.054328956
2019-07-05,0.052956842
2019-07-06,0.062166438
2019-07-07,0.05513857
2019-07-08,0.072494954
2019-07-09,0.05715746
2019-07-10,0.027814694
2019-07-11,0.013776443
2019-07-12,0.011749128
2019-07-13,0.021664709
2019-07-14,0.01669433
2019-07-15,0.037406202
2019-07-16,0.026626242
2019-07-17,0.0029072075
2019-07-18,0.004612823
2019-07-19,0.00057010964
2019-07-20,0.018160935
2019-07-21,0.021086235
2019-07-22,0.04965979
2019-07-23,0.046451278
2019-07-24,0.029763648
2019-07-25,0.02849969
2019-07-26,0.03895034
2019-07-27,0.06063689
2019-07-28,0.066337936
2019-07-29,0.09626017
2019-07-30,0.092910975
2019-07-31,0.07457847
2019-08-01,0.07019916
2019-08-02,0.076145805
2019-08-03,0.09206771
2019-08-04,0.09091416
2019-08-05,0.11310036
2019-08-06,0.10137393
2019-08-07,0.07428764
2019-08-08,0.061058898
2019-08-09,0.05834894
2019-08-10,0.06609387
2019-08-11,0.057518907
2019-08-12,0.073295236
2019-08-13,0.056397956
2019-08-14,0.025571
2019-08-15,0.010179888
2019-08-16,0.006985324
2019-08-17,0.015970206
2019-08-18,0.010351391
2019-08-19,0.030735755
2019-08-20,0.01997915
2019-08-21,0.0033459356
2019-08-22,0.010093141
2019-08-23,0.0037625902
2019-08-24,0.015333628
2019-08-25,0.020091968
2019-08-26,0.050783217
2019-08-27,0.049921878
2019-08-28,0.03574466
2019-08-29,0.037078585
2019-08-30,0.05013126
